# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-14))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -7 ]
			all	triv	all		old		new
2.0.56.1	1.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	2.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	3.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	3.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	4.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	5.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	5.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	6.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	6.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	7.1	3	3	6 [ 6 0 ]	0 [ 0 0 ]	6 [ 6 0 ]
2.0.56.1	8.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	9.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	9.2	1	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.56.1	9.3	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	10.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	10.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	12.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	12.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	13.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	13.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	14.1	9	7	14 [ 14 0 ]	12 [ 12 0 ]	2 [ 2 0 ]
2.0.56.1	15.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	15.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	15.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	15.4	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	16.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	18.1	3	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.56.1	18.2	2	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.56.1	18.3	3	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.56.1	19.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	19.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	20.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	20.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	21.1	6	6	12 [ 12 0 ]	12 [ 12 0 ]	0 [ 0 0 ]
2.0.56.1	21.2	6	6	12 [ 12 0 ]	12 [ 12 0 ]	0 [ 0 0 ]
2.0.56.1	23.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	23.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
