# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-91))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -7 ]
			all	triv	all		old		new
2.0.91.1	1.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	4.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	5.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	5.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	7.1	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	9.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	13.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	16.1	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	19.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	19.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	20.1	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	20.2	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	23.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	23.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	25.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	25.2	5	2	4 [ 4 0 ]	0 [ 0 0 ]	4 [ 4 0 ]
2.0.91.1	25.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	28.1	13	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.91.1	29.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	29.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	31.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	31.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	35.1	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	35.2	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.91.1	36.1	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
