# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-5))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -4 ]
			all	triv	all		old		new
2.0.20.1	1.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	2.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	3.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	3.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	4.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	5.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	6.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	6.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	7.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	7.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	8.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	9.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	9.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	9.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	10.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	12.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	12.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	14.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	14.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	15.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	15.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	16.1	3	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.20.1	18.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	18.2	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	18.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	20.1	1	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.20.1	21.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	21.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	21.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	21.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	23.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	23.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	24.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	24.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	25.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	27.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	27.2	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	27.3	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	27.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	28.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	28.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	29.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	29.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	30.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	30.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	32.1	5	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.20.1	35.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	35.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	36.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	36.2	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	36.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	40.1	5	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.20.1	41.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	41.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	42.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	42.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	42.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	42.4	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	43.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	43.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	45.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	45.2	1	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.20.1	45.3	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	46.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	46.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	47.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	47.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	48.1	6	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.20.1	48.2	6	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.20.1	49.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	49.2	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	49.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.20.1	50.1	2	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.20.1	54.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
