# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-87))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -3 ]
			all	triv	all		old		new
2.0.87.1	1.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	2.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	2.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	3.1	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	4.1	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	4.2	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	4.3	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	6.1	8	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	6.2	8	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	7.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	7.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	8.1	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	8.2	8	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	8.3	8	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	8.4	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	9.1	10	3	6 [ 6 0 ]	0 [ 0 0 ]	6 [ 6 0 ]
2.0.87.1	11.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	11.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	12.1	12	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	12.2	21	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	12.3	12	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	13.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	13.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	14.1	5	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.87.1	14.2	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	14.3	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	14.4	5	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.87.1	16.1	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	16.2	11	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	16.3	14	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	16.4	11	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	16.5	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	17.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	17.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	18.1	20	6	12 [ 12 0 ]	12 [ 12 0 ]	0 [ 0 0 ]
2.0.87.1	18.2	20	6	12 [ 12 0 ]	12 [ 12 0 ]	0 [ 0 0 ]
2.0.87.1	21.1	8	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	21.2	8	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	22.1	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	22.2	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	22.3	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	22.4	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	24.1	16	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	24.2	34	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	24.3	34	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	24.4	16	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	25.1	7	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	26.1	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	26.2	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	26.3	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	26.4	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	27.1	16	6	12 [ 12 0 ]	12 [ 12 0 ]	0 [ 0 0 ]
2.0.87.1	28.1	8	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.87.1	28.2	7	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	28.3	13	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.87.1	28.4	13	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.87.1	28.5	7	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	28.6	8	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.87.1	29.1	4	2	4 [ 4 0 ]	0 [ 0 0 ]	4 [ 4 0 ]
2.0.87.1	32.1	9	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	32.2	20	2	4 [ 4 0 ]	0 [ 0 0 ]	4 [ 4 0 ]
2.0.87.1	32.3	22	2	4 [ 4 0 ]	0 [ 0 0 ]	4 [ 4 0 ]
2.0.87.1	32.4	22	2	4 [ 4 0 ]	0 [ 0 0 ]	4 [ 4 0 ]
2.0.87.1	32.5	20	2	4 [ 4 0 ]	0 [ 0 0 ]	4 [ 4 0 ]
2.0.87.1	32.6	9	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	33.1	8	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	33.2	8	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	34.1	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	34.2	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	34.3	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	34.4	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	36.1	30	9	18 [ 18 0 ]	18 [ 18 0 ]	0 [ 0 0 ]
2.0.87.1	36.2	55	17	34 [ 34 0 ]	24 [ 24 0 ]	10 [ 10 0 ]
2.0.87.1	36.3	30	9	18 [ 18 0 ]	18 [ 18 0 ]	0 [ 0 0 ]
2.0.87.1	39.1	8	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.87.1	39.2	8	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
