# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-22))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -11 ]
			all	triv	all		old		new
2.0.88.1	1.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	2.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	4.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	8.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	9.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	11.1	6	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.88.1	13.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	13.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	16.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	18.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	19.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	19.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	22.1	14	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.88.1	23.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	23.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	25.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	26.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	26.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	29.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	29.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	31.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	31.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	32.1	11	5	10 [ 10 0 ]	0 [ 0 0 ]	10 [ 10 0 ]
2.0.88.1	36.1	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	38.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.88.1	38.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
