# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-95))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -19 ]
			all	triv	all		old		new
2.0.95.1	1.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	2.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	2.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	3.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	3.2	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	4.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	4.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	4.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	5.1	2	2	4 [ 4 0 ]	0 [ 0 0 ]	4 [ 4 0 ]
2.0.95.1	6.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	6.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	6.3	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	6.4	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	8.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	8.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	8.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	8.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	9.1	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	9.2	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	9.3	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	10.1	4	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.95.1	10.2	4	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.95.1	11.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	11.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	12.1	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	12.2	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	12.3	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	12.4	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	12.5	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	12.6	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	13.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	13.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	15.1	6	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.95.1	15.2	6	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.95.1	16.1	1	1	1 [ 0 1 ]	0 [ 0 0 ]	1 [ 0 1 ]
2.0.95.1	16.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	16.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	16.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	16.5	1	1	1 [ 0 1 ]	0 [ 0 0 ]	1 [ 0 1 ]
2.0.95.1	18.1	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	18.2	10	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	18.3	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	18.4	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	18.5	10	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	18.6	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
