# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-35))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -7 ]
			all	triv	all		old		new
2.0.35.1	1.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	3.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	3.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	4.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	5.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	7.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	9.1	1	1	1 [ 0 1 ]	0 [ 0 0 ]	1 [ 0 1 ]
2.0.35.1	9.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	9.3	1	1	1 [ 0 1 ]	0 [ 0 0 ]	1 [ 0 1 ]
2.0.35.1	11.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	11.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	12.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	12.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	13.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	13.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	15.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	15.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	16.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	17.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	17.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	20.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	21.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	21.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	25.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	27.1	3	3	6 [ 4 2 ]	2 [ 0 2 ]	4 [ 4 0 ]
2.0.35.1	27.2	4	2	4 [ 2 2 ]	2 [ 0 2 ]	2 [ 2 0 ]
2.0.35.1	27.3	4	2	4 [ 2 2 ]	2 [ 0 2 ]	2 [ 2 0 ]
2.0.35.1	27.4	3	3	6 [ 4 2 ]	2 [ 0 2 ]	4 [ 4 0 ]
2.0.35.1	28.1	5	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.35.1	29.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	29.2	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	33.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	33.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	33.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	33.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	35.1	5	3	6 [ 6 0 ]	0 [ 0 0 ]	6 [ 6 0 ]
2.0.35.1	36.1	3	2	2 [ 0 2 ]	2 [ 0 2 ]	0 [ 0 0 ]
2.0.35.1	36.2	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	36.3	3	2	2 [ 0 2 ]	2 [ 0 2 ]	0 [ 0 0 ]
2.0.35.1	39.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	39.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	39.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.35.1	39.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
