# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-13))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -4 ]
			all	triv	all		old		new
2.0.52.1	1.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	2.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	4.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	7.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	7.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	8.1	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	9.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	11.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	11.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	13.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	14.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	14.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	16.1	11	3	6 [ 6 0 ]	0 [ 0 0 ]	6 [ 6 0 ]
2.0.52.1	17.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	17.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	18.1	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	19.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	19.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	22.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	22.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	25.1	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	26.1	4	2	4 [ 4 0 ]	0 [ 0 0 ]	4 [ 4 0 ]
2.0.52.1	28.1	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	28.2	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	29.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	29.2	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	31.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	31.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	32.1	17	6	12 [ 12 0 ]	12 [ 12 0 ]	0 [ 0 0 ]
2.0.52.1	34.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	34.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	36.1	11	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	38.1	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.52.1	38.2	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
